datetime,road,predicted_count,green_seconds,lags_real
2017-07-01T00:00:00,North,62.09041378298384,46,true
2017-07-01T00:00:00,South,19.824923052303774,23,true
2017-07-01T00:00:00,East,19.334788400064422,23,true
2017-07-01T00:00:00,West,7.242218565042673,16,true
2017-07-01T01:00:00,North,49.6877141076586,48,true
2017-07-01T01:00:00,South,18.634407960096055,25,true
2017-07-01T01:00:00,East,10.079534372531354,19,true
2017-07-01T01:00:00,West,5.4687632357980105,16,true
2017-07-01T02:00:00,North,42.96525092708991,47,true
2017-07-01T02:00:00,South,18.233710895507173,27,true
2017-07-01T02:00:00,East,7.983895520371258,18,true
2017-07-01T02:00:00,West,4.905141217696352,16,true
2017-07-01T03:00:00,North,38.03389780663467,47,true
2017-07-01T03:00:00,South,13.204220858132055,24,true
2017-07-01T03:00:00,East,8.050952570415847,20,true
2017-07-01T03:00:00,West,5.5355734082528745,17,true
2017-07-01T04:00:00,North,29.581310538505143,46,true
2017-07-01T04:00:00,South,10.612026058662229,25,true
2017-07-01T04:00:00,East,7.143557354295683,20,true
2017-07-01T04:00:00,West,4.534740556270584,17,true
2017-07-01T05:00:00,North,25.65621630510236,44,true
2017-07-01T05:00:00,South,11.50159807194844,26,true
2017-07-01T05:00:00,East,6.677216364585655,20,true
2017-07-01T05:00:00,West,4.498848587398108,18,true
2017-07-01T06:00:00,North,30.645216305102362,47,true
2017-07-01T06:00:00,South,10.352810682895065,24,true
2017-07-01T06:00:00,East,6.609896203816901,20,true
2017-07-01T06:00:00,West,4.5496407934112675,17,true
2017-07-01T07:00:00,North,32.64245883971332,47,true
2017-07-01T07:00:00,South,9.733397787621357,22,true
2017-07-01T07:00:00,East,8.185328496049012,21,true
2017-07-01T07:00:00,West,5.55306833598624,18,true
2017-07-01T08:00:00,North,34.65097466850895,47,true
2017-07-01T08:00:00,South,10.62585789546658,23,true
2017-07-01T08:00:00,East,8.570368982513891,20,true
2017-07-01T08:00:00,West,6.133219568575026,18,true
2017-07-01T09:00:00,North,39.80667418525582,46,true
2017-07-01T09:00:00,South,12.103539699229898,23,true
2017-07-01T09:00:00,East,11.655813816605527,22,true
2017-07-01T09:00:00,West,5.842675243546228,17,true
2017-07-01T10:00:00,North,46.90645336374992,47,true
2017-07-01T10:00:00,South,13.805895280417241,22,true
2017-07-01T10:00:00,East,12.799212379550582,22,true
2017-07-01T10:00:00,West,7.30503364035651,17,true
2017-07-01T11:00:00,North,50.376986255267084,48,true
2017-07-01T11:00:00,South,13.815732255948866,22,true
2017-07-01T11:00:00,East,11.941326177247294,20,true
2017-07-01T11:00:00,West,8.688331292948847,18,true
2017-07-01T12:00:00,North,50.511942985241184,46,true
2017-07-01T12:00:00,South,13.829409461661752,22,true
2017-07-01T12:00:00,East,15.031297820180692,22,true
2017-07-01T12:00:00,West,9.003561594470053,18,true
2017-07-01T13:00:00,North,48.93626093087883,46,true
2017-07-01T13:00:00,South,16.567928153042136,23,true
2017-07-01T13:00:00,East,12.902413799802021,21,true
2017-07-01T13:00:00,West,8.11503042683191,18,true
2017-07-01T14:00:00,North,50.82694365081404,47,true
2017-07-01T14:00:00,South,13.10752967556689,21,true
2017-07-01T14:00:00,East,14.554589973750709,22,true
2017-07-01T14:00:00,West,8.538589429263986,18,true
2017-07-01T15:00:00,North,52.40984085415911,47,true
2017-07-01T15:00:00,South,14.851566655006017,22,true
2017-07-01T15:00:00,East,15.473693608873807,22,true
2017-07-01T15:00:00,West,7.97510885243059,17,true
2017-07-01T16:00:00,North,53.34891397979502,45,true
2017-07-01T16:00:00,South,15.88337512762491,22,true
2017-07-01T16:00:00,East,19.14245704953024,24,true
2017-07-01T16:00:00,West,8.282454299313256,17,true
2017-07-01T17:00:00,North,51.89457672044357,46,true
2017-07-01T17:00:00,South,18.5814950816732,24,true
2017-07-01T17:00:00,East,13.998402859334405,21,true
2017-07-01T17:00:00,West,7.849520116055478,17,true
2017-07-01T18:00:00,North,53.64698794285645,47,true
2017-07-01T18:00:00,South,17.66115297943017,23,true
2017-07-01T18:00:00,East,14.500467770344512,21,true
2017-07-01T18:00:00,West,7.850183915831861,17,true
2017-07-01T19:00:00,North,60.93180372429749,48,true
2017-07-01T19:00:00,South,17.63115297943017,22,true
2017-07-01T19:00:00,East,14.781299157122952,21,true
2017-07-01T19:00:00,West,7.932622356775532,17,true
2017-07-01T20:00:00,North,60.97612448665834,48,true
2017-07-01T20:00:00,South,16.584884315180123,22,true
2017-07-01T20:00:00,East,14.871963255040129,21,true
2017-07-01T20:00:00,West,8.137624040413746,17,true
2017-07-01T21:00:00,North,60.69062504067646,49,true
2017-07-01T21:00:00,South,15.78261761261674,21,true
2017-07-01T21:00:00,East,14.466314083032351,21,true
2017-07-01T21:00:00,West,7.991632107101225,17,true
2017-07-01T22:00:00,North,59.00698331982738,48,true
2017-07-01T22:00:00,South,18.38707922879823,23,true
2017-07-01T22:00:00,East,13.186265833833978,20,true
2017-07-01T22:00:00,West,8.128805257125054,17,true
2017-07-01T23:00:00,North,57.837094693767845,47,true
2017-07-01T23:00:00,South,18.342840468069777,23,true
2017-07-01T23:00:00,East,14.525844436361972,21,true
2017-07-01T23:00:00,West,8.437878404439513,17,true
2017-07-02T00:00:00,North,53.66783636720191,46,true
2017-07-02T00:00:00,South,18.63407812547832,24,true
2017-07-02T00:00:00,East,14.710054195664116,21,true
2017-07-02T00:00:00,West,8.247931838116548,17,true
2017-07-02T01:00:00,North,40.35907202146343,46,true
2017-07-02T01:00:00,South,14.692739097547005,25,true
2017-07-02T01:00:00,East,9.588029021296345,20,true
2017-07-02T01:00:00,West,5.641774555907496,17,true
2017-07-02T02:00:00,North,31.93064259502059,44,true
2017-07-02T02:00:00,South,14.47146453932403,26,true
2017-07-02T02:00:00,East,8.170450089291089,20,true
2017-07-02T02:00:00,West,5.856079070277683,18,true
2017-07-02T03:00:00,North,29.9713925260931,47,true
2017-07-02T03:00:00,South,8.768540669507985,22,true
2017-07-02T03:00:00,East,8.00327681137704,21,true
2017-07-02T03:00:00,West,5.445410032954684,18,true
2017-07-02T04:00:00,North,25.069225193594644,44,true
2017-07-02T04:00:00,South,10.404051333248153,25,true
2017-07-02T04:00:00,East,6.583082107476272,21,true
2017-07-02T04:00:00,West,4.798153085558509,18,true
2017-07-02T05:00:00,North,22.31709923492301,41,true
2017-07-02T05:00:00,South,11.298299522510591,27,true
2017-07-02T05:00:00,East,7.820427375022697,22,true
2017-07-02T05:00:00,West,4.465992299490247,18,true
2017-07-02T06:00:00,North,24.231230289054064,44,true
2017-07-02T06:00:00,South,9.349519906908025,24,true
2017-07-02T06:00:00,East,6.467408545387192,21,true
2017-07-02T06:00:00,West,5.4071794616804425,19,true
2017-07-02T07:00:00,North,29.29669515313735,46,true
2017-07-02T07:00:00,South,8.583851532643523,22,true
2017-07-02T07:00:00,East,8.179753099223616,22,true
2017-07-02T07:00:00,West,5.213221522837947,18,true
2017-07-02T08:00:00,North,34.3571752046174,46,true
2017-07-02T08:00:00,South,11.582038597706699,24,true
2017-07-02T08:00:00,East,8.178733642458942,20,true
2017-07-02T08:00:00,West,6.007411681530845,18,true
2017-07-02T09:00:00,North,40.388468154176955,48,true
2017-07-02T09:00:00,South,9.543486940419461,21,true
2017-07-02T09:00:00,East,9.880114969903126,21,true
2017-07-02T09:00:00,West,6.512780371606586,18,true
2017-07-02T10:00:00,North,48.74867668703437,49,true
2017-07-02T10:00:00,South,11.826931746131853,21,true
2017-07-02T10:00:00,East,11.54097647180657,21,true
2017-07-02T10:00:00,West,6.514720297865009,17,true
2017-07-02T11:00:00,North,52.57704468345217,48,true
2017-07-02T11:00:00,South,15.643411926047278,23,true
2017-07-02T11:00:00,East,12.311643731647212,20,true
2017-07-02T11:00:00,West,7.9560180450754165,17,true
2017-07-02T12:00:00,North,54.51380386960538,49,true
2017-07-02T12:00:00,South,14.136959586577603,22,true
2017-07-02T12:00:00,East,12.491517126870876,20,true
2017-07-02T12:00:00,West,7.529252009221927,17,true
2017-07-02T13:00:00,North,56.497016331550476,48,true
2017-07-02T13:00:00,South,15.81523753775921,22,true
2017-07-02T13:00:00,East,13.912918409778475,21,true
2017-07-02T13:00:00,West,7.955076951883586,17,true
2017-07-02T14:00:00,North,51.80349855385218,46,true
2017-07-02T14:00:00,South,13.745838825871276,21,true
2017-07-02T14:00:00,East,17.50543860810649,24,true
2017-07-02T14:00:00,West,7.6430386535112795,17,true
2017-07-02T15:00:00,North,50.60190244143608,46,true
2017-07-02T15:00:00,South,15.689312885339376,22,true
2017-07-02T15:00:00,East,16.435455227797824,23,true
2017-07-02T15:00:00,West,7.825483238925827,17,true
2017-07-02T16:00:00,North,53.77254843426949,46,true
2017-07-02T16:00:00,South,15.962897890481997,22,true
