DateTime,Road,Vehicles,ID,Outlier_Flag,Synthetic_Segment_Unverified,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_weekend,road_East,road_North,road_South,road_West,lag_168,roll_mean_24,trailing_fence,outlier_trailing,split
2015-11-08 00:00:00,East,4,20151108003,False,False,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,9.0,4.041666666666667,,False,train
2015-11-08 01:00:00,East,6,20151108013,False,False,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,7.0,4.083333333333333,,False,train
2015-11-08 02:00:00,East,3,20151108023,False,False,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,5.0,4.083333333333333,,False,train
2015-11-08 03:00:00,East,3,20151108033,False,False,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,1.0,4.083333333333333,,False,train
2015-11-08 04:00:00,East,5,20151108043,False,False,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,2.0,4.041666666666667,,False,train
2015-11-08 05:00:00,East,5,20151108053,False,False,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,2.0,4.041666666666667,,False,train
2015-11-08 06:00:00,East,2,20151108063,False,False,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,3.0,4.0,,False,train
2015-11-08 07:00:00,East,5,20151108073,False,False,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,4.0,4.041666666666667,,False,train
2015-11-08 08:00:00,East,5,20151108083,False,False,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,3.0,4.166666666666667,,False,train
2015-11-08 09:00:00,East,6,20151108093,False,False,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,6.0,4.291666666666667,,False,train
2015-11-08 10:00:00,East,10,20151108103,False,False,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,12.0,4.458333333333333,,False,train
2015-11-08 11:00:00,East,11,20151108113,False,False,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,6.0,4.75,,False,train
2015-11-08 12:00:00,East,3,20151108123,False,False,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,6.0,5.041666666666667,,False,train
2015-11-08 13:00:00,East,3,20151108133,False,False,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,9.0,5.0,,False,train
2015-11-08 14:00:00,East,6,20151108143,False,False,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,6.0,5.0,,False,train
2015-11-08 15:00:00,East,4,20151108153,False,False,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,6.0,4.875,,False,train
2015-11-08 16:00:00,East,2,20151108163,False,False,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,4.0,4.916666666666667,,False,train
2015-11-08 17:00:00,East,2,20151108173,False,False,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,4.0,4.791666666666667,,False,train
2015-11-08 18:00:00,East,7,20151108183,False,False,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,6.0,4.708333333333333,,False,train
2015-11-08 19:00:00,East,6,20151108193,False,False,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,5.0,4.833333333333333,,False,train
2015-11-08 20:00:00,East,5,20151108203,False,False,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,11.0,4.875,,False,train
2015-11-08 21:00:00,East,6,20151108213,False,False,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,8.0,4.791666666666667,,False,train
2015-11-08 22:00:00,East,6,20151108223,False,False,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,6.0,4.916666666666667,,False,train
2015-11-08 23:00:00,East,3,20151108233,False,False,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,1,0,0,0,5.0,4.916666666666667,,False,train
2015-11-09 00:00:00,East,3,20151109003,False,False,0.0,1.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,5.0,4.916666666666667,,False,train
2015-11-09 01:00:00,East,5,20151109013,False,False,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,3.0,4.875,,False,train
2015-11-09 02:00:00,East,2,20151109023,False,False,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,5.0,4.833333333333333,,False,train
2015-11-09 03:00:00,East,6,20151109033,False,False,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,5.0,4.791666666666667,,False,train
2015-11-09 04:00:00,East,2,20151109043,False,False,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,3.0,4.916666666666667,,False,train
2015-11-09 05:00:00,East,5,20151109053,False,False,0.9659258262890683,0.25881904510252074,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,1.0,4.791666666666667,,False,train
2015-11-09 06:00:00,East,5,20151109063,False,False,1.0,6.123233995736766e-17,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,5.0,4.791666666666667,,False,train
2015-11-09 07:00:00,East,2,20151109073,False,False,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,1.0,4.916666666666667,,False,train
2015-11-09 08:00:00,East,6,20151109083,False,False,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,5.0,4.791666666666667,,False,train
2015-11-09 09:00:00,East,7,20151109093,False,False,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,8.0,4.833333333333333,,False,train
2015-11-09 10:00:00,East,5,20151109103,False,False,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,10.0,4.875,,False,train
2015-11-09 11:00:00,East,5,20151109113,False,False,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,10.0,4.666666666666667,,False,train
2015-11-09 12:00:00,East,6,20151109123,False,False,1.2246467991473532e-16,-1.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,11.0,4.416666666666667,,False,train
2015-11-09 13:00:00,East,4,20151109133,False,False,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,7.0,4.541666666666667,,False,train
2015-11-09 14:00:00,East,6,20151109143,False,False,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,6.0,4.583333333333333,,False,train
2015-11-09 15:00:00,East,3,20151109153,False,False,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,9.0,4.583333333333333,,False,train
2015-11-09 16:00:00,East,4,20151109163,False,False,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,6.0,4.541666666666667,,False,train
2015-11-09 17:00:00,East,4,20151109173,False,False,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,6.0,4.625,,False,train
2015-11-09 18:00:00,East,6,20151109183,False,False,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,8.0,4.708333333333333,,False,train
2015-11-09 19:00:00,East,8,20151109193,False,False,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,7.0,4.666666666666667,,False,train
2015-11-09 20:00:00,East,6,20151109203,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,13.0,4.75,,False,train
2015-11-09 21:00:00,East,5,20151109213,False,False,-0.7071067811865477,0.7071067811865474,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,15.0,4.791666666666667,,False,train
2015-11-09 22:00:00,East,8,20151109223,False,False,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,9.0,4.75,,False,train
2015-11-09 23:00:00,East,8,20151109233,False,False,-0.25881904510252157,0.9659258262890681,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,8.0,4.833333333333333,,False,train
2015-11-10 00:00:00,East,12,20151110003,False,False,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,10.0,5.041666666666667,,False,train
2015-11-10 01:00:00,East,6,20151110013,False,False,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,4.0,5.416666666666667,,False,train
2015-11-10 02:00:00,East,7,20151110023,False,False,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,7.0,5.458333333333333,,False,train
2015-11-10 03:00:00,East,4,20151110033,False,False,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,5.0,5.666666666666667,,False,train
2015-11-10 04:00:00,East,6,20151110043,False,False,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,4.0,5.583333333333333,,False,train
2015-11-10 05:00:00,East,7,20151110053,False,False,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,4.0,5.75,,False,train
2015-11-10 06:00:00,East,3,20151110063,False,False,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,3.0,5.833333333333333,,False,train
2015-11-10 07:00:00,East,6,20151110073,False,False,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,5.0,5.75,,False,train
2015-11-10 08:00:00,East,4,20151110083,False,False,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,6.0,5.916666666666667,,False,train
2015-11-10 09:00:00,East,6,20151110093,False,False,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,6.0,5.833333333333333,,False,train
2015-11-10 10:00:00,East,5,20151110103,False,False,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,10.0,5.791666666666667,,False,train
2015-11-10 11:00:00,East,5,20151110113,False,False,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,8.0,5.791666666666667,,False,train
2015-11-10 12:00:00,East,2,20151110123,False,False,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,10.0,5.791666666666667,,False,train
2015-11-10 13:00:00,East,4,20151110133,False,False,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,5.0,5.625,,False,train
2015-11-10 14:00:00,East,7,20151110143,False,False,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,8.0,5.625,,False,train
2015-11-10 15:00:00,East,6,20151110153,False,False,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,8.0,5.666666666666667,,False,train
2015-11-10 16:00:00,East,4,20151110163,False,False,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,5.0,5.791666666666667,,False,train
2015-11-10 17:00:00,East,6,20151110173,False,False,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,7.0,5.791666666666667,,False,train
2015-11-10 18:00:00,East,2,20151110183,False,False,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,4.0,5.875,,False,train
2015-11-10 19:00:00,East,5,20151110193,False,False,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,7.0,5.708333333333333,,False,train
