DateTime,Road,Vehicles,ID,Outlier_Flag,Synthetic_Segment_Unverified,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_weekend,road_East,road_North,road_South,road_West,lag_168,lag_336,roll_168_lag168,trailing_fence,outlier_trailing,split
2016-12-19 00:00:00,East,20,20161219003,False,False,0.0,1.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,8.0,10.0,12.773809523809524,29.0,False,train
2016-12-19 01:00:00,East,11,20161219013,False,False,0.25881904510252074,0.9659258262890683,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,7.0,7.0,12.773809523809524,29.0,False,train
2016-12-19 02:00:00,East,12,20161219023,False,False,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,8.0,11.0,12.755952380952381,29.0,False,train
2016-12-19 03:00:00,East,7,20161219033,False,False,0.7071067811865476,0.7071067811865476,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,4.0,4.0,12.755952380952381,29.0,False,train
2016-12-19 04:00:00,East,6,20161219043,False,False,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,6.0,9.0,12.738095238095237,29.0,False,train
2016-12-19 05:00:00,East,8,20161219053,False,False,0.9659258262890683,0.25881904510252074,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,5.0,9.0,12.714285714285714,29.0,False,train
2016-12-19 06:00:00,East,6,20161219063,False,False,1.0,6.123233995736766e-17,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,7.0,4.0,12.732142857142858,29.0,False,train
2016-12-19 07:00:00,East,10,20161219073,False,False,0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,10.0,6.0,12.755952380952381,29.0,False,train
2016-12-19 08:00:00,East,13,20161219083,False,False,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,8.0,11.0,12.738095238095237,29.0,False,train
2016-12-19 09:00:00,East,15,20161219093,False,False,0.7071067811865476,-0.7071067811865475,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,7.0,9.0,12.726190476190476,29.0,False,train
2016-12-19 10:00:00,East,21,20161219103,False,False,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,12.0,16.0,12.702380952380953,29.0,False,train
2016-12-19 11:00:00,East,28,20161219113,False,False,0.258819045102521,-0.9659258262890682,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,19.0,21.0,12.69047619047619,29.0,False,train
2016-12-19 12:00:00,East,28,20161219123,False,False,1.2246467991473532e-16,-1.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,17.0,23.0,12.654761904761905,29.0,False,train
2016-12-19 13:00:00,East,26,20161219133,False,False,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,9.0,15.0,12.619047619047619,29.0,False,train
2016-12-19 14:00:00,East,25,20161219143,False,False,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,13.0,22.0,12.56547619047619,29.0,False,train
2016-12-19 15:00:00,East,27,20161219153,False,False,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,19.0,16.0,12.583333333333334,29.0,False,train
2016-12-19 16:00:00,East,20,20161219163,False,False,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,17.0,20.0,12.56547619047619,29.0,False,train
2016-12-19 17:00:00,East,17,20161219173,False,False,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,18.0,13.0,12.595238095238095,29.625,False,train
2016-12-19 18:00:00,East,24,20161219183,False,False,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,17.0,19.0,12.583333333333334,29.0,False,train
2016-12-19 19:00:00,East,24,20161219193,False,False,-0.9659258262890684,0.2588190451025203,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,18.0,15.0,12.601190476190476,29.625,False,train
2016-12-19 20:00:00,East,22,20161219203,False,False,-0.8660254037844386,0.5000000000000001,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,14.0,15.0,12.595238095238095,31.5,False,train
2016-12-19 21:00:00,East,22,20161219213,False,False,-0.7071067811865477,0.7071067811865474,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,15.0,16.0,12.589285714285714,31.5,False,train
2016-12-19 22:00:00,East,17,20161219223,False,False,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,12.0,17.0,12.55952380952381,31.5,False,train
2016-12-19 23:00:00,East,21,20161219233,False,False,-0.25881904510252157,0.9659258262890681,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,16.0,18.0,12.547619047619047,31.5,False,train
2016-12-20 00:00:00,East,14,20161220003,False,False,0.0,1.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,11.0,12.0,12.541666666666666,31.5,False,train
2016-12-20 01:00:00,East,12,20161220013,False,False,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,8.0,11.0,12.523809523809524,31.5,False,train
2016-12-20 02:00:00,East,9,20161220023,False,False,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,11.0,7.0,12.547619047619047,31.5,False,train
2016-12-20 03:00:00,East,8,20161220033,False,False,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,7.0,9.0,12.535714285714286,31.5,False,train
2016-12-20 04:00:00,East,5,20161220043,False,False,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,7.0,9.0,12.523809523809524,31.5,False,train
2016-12-20 05:00:00,East,7,20161220053,False,False,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,6.0,6.0,12.523809523809524,31.5,False,train
2016-12-20 06:00:00,East,11,20161220063,False,False,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,5.0,10.0,12.494047619047619,31.5,False,train
2016-12-20 07:00:00,East,7,20161220073,False,False,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,5.0,7.0,12.482142857142858,31.5,False,train
2016-12-20 08:00:00,East,12,20161220083,False,False,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,5.0,7.0,12.470238095238095,31.5,False,train
2016-12-20 09:00:00,East,14,20161220093,False,False,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,1,0,0,0,8.0,10.0,12.458333333333334,31.5,False,train
